Close,epoch,High,Low,Open,datetime
47178.7888,1765900560,47187.2524,47133.0354,47145.7799,2025-12-16 15:56:00
47121.1965,1765900620,47167.8676,47088.7833,47163.197,2025-12-16 15:57:00
47122.6319,1765900680,47169.3242,47112.6105,47131.6835,2025-12-16 15:58:00
47115.0499,1765900740,47120.2355,47066.3046,47116.9452,2025-12-16 15:59:00
47072.696,1765900800,47106.9392,47065.8016,47106.9392,2025-12-16 16:00:00
47089.0811,1765900860,47121.0054,47039.2156,47068.891,2025-12-16 16:01:00
46996.6159,1765900920,47083.4229,46996.6159,47083.4229,2025-12-16 16:02:00
46998.8883,1765900980,47021.9381,46967.3973,46985.7977,2025-12-16 16:03:00
46973.0241,1765901040,47035.2656,46973.0241,47008.0311,2025-12-16 16:04:00
46865.2062,1765901100,46987.8527,46865.2062,46972.048,2025-12-16 16:05:00
46869.4296,1765901160,46882.4773,46824.9133,46867.7431,2025-12-16 16:06:00
46865.8297,1765901220,46914.9871,46858.8662,46872.2511,2025-12-16 16:07:00
46898.3306,1765901280,46899.9101,46819.7085,46854.6849,2025-12-16 16:08:00
46921.2114,1765901340,46940.0091,46873.1107,46902.739,2025-12-16 16:09:00
46864.7055,1765901400,46940.9115,46849.6558,46935.2684,2025-12-16 16:10:00
46839.8087,1765901460,46865.8964,46831.7976,46864.721,2025-12-16 16:11:00
46847.7603,1765901520,46861.9511,46811.7189,46841.3817,2025-12-16 16:12:00
46841.4331,1765901580,46903.9182,46835.7836,46844.1183,2025-12-16 16:13:00
46865.4775,1765901640,46883.5295,46829.9766,46849.6916,2025-12-16 16:14:00
46891.8836,1765901700,46932.7634,46872.5103,46872.5103,2025-12-16 16:15:00
46834.913,1765901760,46942.0966,46812.506,46892.893,2025-12-16 16:16:00
46786.6551,1765901820,46843.476,46781.9548,46834.6545,2025-12-16 16:17:00
46796.5158,1765901880,46854.5977,46761.4633,46797.2576,2025-12-16 16:18:00
46768.5563,1765901940,46787.5237,46731.3105,46783.8435,2025-12-16 16:19:00
46753.9319,1765902000,46797.4538,46753.9319,46786.1208,2025-12-16 16:20:00
46675.329,1765902060,46769.0299,46675.329,46768.2368,2025-12-16 16:21:00
46609.272,1765902120,46677.4659,46590.4712,46677.4659,2025-12-16 16:22:00
46534.4964,1765902180,46613.5088,46521.5994,46606.2603,2025-12-16 16:23:00
46501.4415,1765902240,46555.9052,46499.5722,46527.3032,2025-12-16 16:24:00
46544.9637,1765902300,46548.2657,46490.8491,46510.2964,2025-12-16 16:25:00
46586.7001,1765902360,46611.3089,46523.6743,46535.0301,2025-12-16 16:26:00
46488.5205,1765902420,46588.109,46488.5205,46579.401,2025-12-16 16:27:00
46548.2359,1765902480,46560.9832,46470.6898,46470.6898,2025-12-16 16:28:00
46639.9102,1765902540,46639.9102,46524.9403,46536.9999,2025-12-16 16:29:00
46637.0059,1765902600,46669.1467,46605.7464,46637.7264,2025-12-16 16:30:00
46696.6893,1765902660,46724.118,46632.7214,46641.3286,2025-12-16 16:31:00
46675.6837,1765902720,46731.8522,46672.7065,46682.3343,2025-12-16 16:32:00
46734.477,1765902780,46741.7815,46676.3099,46685.8551,2025-12-16 16:33:00
46661.2408,1765902840,46744.7568,46641.4471,46732.5898,2025-12-16 16:34:00
46621.5416,1765902900,46671.8938,46621.5416,46642.5938,2025-12-16 16:35:00
46600.2948,1765902960,46630.0308,46569.067,46630.0308,2025-12-16 16:36:00
46658.5561,1765903020,46658.5561,46596.7289,46596.7289,2025-12-16 16:37:00
46610.99,1765903080,46664.3161,46583.7664,46664.3161,2025-12-16 16:38:00
46534.931,1765903140,46611.5349,46534.931,46595.8815,2025-12-16 16:39:00
46513.6539,1765903200,46551.09,46492.7915,46535.9466,2025-12-16 16:40:00
46459.6439,1765903260,46534.6425,46459.6439,46503.3856,2025-12-16 16:41:00
46491.2158,1765903320,46539.1666,46461.3331,46461.3331,2025-12-16 16:42:00
46419.8343,1765903380,46472.1128,46418.782,46471.9014,2025-12-16 16:43:00
46421.4674,1765903440,46467.8753,46411.9128,46420.7089,2025-12-16 16:44:00
46485.8051,1765903500,46505.5122,46424.7391,46429.1278,2025-12-16 16:45:00
46470.5347,1765903560,46493.2475,46436.7424,46480.178,2025-12-16 16:46:00
46454.7447,1765903620,46490.7031,46454.7447,46475.4902,2025-12-16 16:47:00
46480.8382,1765903680,46498.4549,46453.1999,46458.2644,2025-12-16 16:48:00
46449.9693,1765903740,46516.797,46449.9693,46475.9,2025-12-16 16:49:00
46526.4654,1765903800,46530.2815,46439.348,46446.6123,2025-12-16 16:50:00
46550.2172,1765903860,46564.2724,46519.0306,46519.0306,2025-12-16 16:51:00
46538.0439,1765903920,46558.0459,46497.1941,46553.5169,2025-12-16 16:52:00
46541.674,1765903980,46541.674,46494.1546,46527.7545,2025-12-16 16:53:00
46555.9355,1765904040,46568.3322,46522.3182,46532.12,2025-12-16 16:54:00
46600.1202,1765904100,46610.6437,46559.7835,46565.4533,2025-12-16 16:55:00
46573.326,1765904160,46625.6377,46540.7932,46625.6377,2025-12-16 16:56:00
46569.5387,1765904220,46595.8345,46531.7181,46579.0907,2025-12-16 16:57:00
46654.2309,1765904280,46681.5007,46561.9094,46561.9094,2025-12-16 16:58:00
46647.6268,1765904340,46668.655,46617.6243,46645.8701,2025-12-16 16:59:00
46664.0358,1765904400,46685.5538,46633.2952,46654.3899,2025-12-16 17:00:00
46655.8563,1765904460,46713.261,46654.6652,46680.7099,2025-12-16 17:01:00
46598.8258,1765904520,46660.6576,46588.7277,46660.6576,2025-12-16 17:02:00
46583.2273,1765904580,46605.3382,46571.429,46594.9137,2025-12-16 17:03:00
46572.6432,1765904640,46599.631,46552.4196,46575.2163,2025-12-16 17:04:00
46602.817,1765904700,46636.1631,46576.0931,46576.0931,2025-12-16 17:05:00
46639.5737,1765904760,46691.7833,46600.5798,46600.5798,2025-12-16 17:06:00
46620.376,1765904820,46672.803,46620.376,46662.5614,2025-12-16 17:07:00
46608.215,1765904880,46650.3068,46599.2995,46634.1984,2025-12-16 17:08:00
46602.6212,1765904940,46608.9988,46566.9986,46603.3849,2025-12-16 17:09:00
46676.1162,1765905000,46686.0243,46583.4206,46609.0637,2025-12-16 17:10:00
46599.4562,1765905060,46678.0813,46586.4407,46678.0813,2025-12-16 17:11:00
46611.4326,1765905120,46629.3226,46581.3645,46599.7318,2025-12-16 17:12:00
46654.467,1765905180,46667.855,46592.7044,46615.7027,2025-12-16 17:13:00
46623.125,1765905240,46664.9162,46601.7604,46642.76,2025-12-16 17:14:00
46598.7371,1765905300,46682.2059,46598.7371,46623.1792,2025-12-16 17:15:00
46717.6199,1765905360,46717.6199,46593.1988,46600.1724,2025-12-16 17:16:00
46677.0222,1765905420,46713.5883,46677.0222,46710.9257,2025-12-16 17:17:00
46711.1256,1765905480,46712.8826,46648.5505,46672.9595,2025-12-16 17:18:00
46700.4046,1765905540,46724.1884,46676.5688,46705.1391,2025-12-16 17:19:00
46695.532,1765905600,46754.1265,46694.1092,46694.1092,2025-12-16 17:20:00
46827.2012,1765905660,46837.9008,46680.1831,46680.1831,2025-12-16 17:21:00
46861.6678,1765905720,46888.8308,46802.4322,46836.634,2025-12-16 17:22:00
46880.007,1765905780,46880.0385,46825.2023,46870.0402,2025-12-16 17:23:00
46791.2094,1765905840,46877.4156,46791.2094,46877.4156,2025-12-16 17:24:00
46746.1748,1765905900,46809.8327,46728.0333,46796.4112,2025-12-16 17:25:00
46749.3217,1765905960,46793.3284,46744.4133,46763.5452,2025-12-16 17:26:00
46676.87,1765906020,46753.8978,46676.87,46753.8978,2025-12-16 17:27:00
46618.2551,1765906080,46668.8387,46591.2827,46667.211,2025-12-16 17:28:00
46725.656,1765906140,46725.656,46616.075,46616.075,2025-12-16 17:29:00
46801.9679,1765906200,46801.9679,46711.6229,46711.6229,2025-12-16 17:30:00
46815.1314,1765906260,46821.3246,46757.781,46799.288,2025-12-16 17:31:00
46831.7588,1765906320,46831.7588,46770.4943,46804.2256,2025-12-16 17:32:00
46834.6204,1765906380,46834.6204,46757.4398,46826.6636,2025-12-16 17:33:00
46819.5648,1765906440,46868.8904,46819.5648,46844.5083,2025-12-16 17:34:00
46875.9897,1765906500,46875.9897,46823.04,46823.6681,2025-12-16 17:35:00
46874.6959,1765906560,46893.4776,46816.5931,46881.9252,2025-12-16 17:36:00
46783.9987,1765906620,46880.1516,46780.1279,46867.0539,2025-12-16 17:37:00
46882.2652,1765906680,46893.0867,46760.5932,46776.0483,2025-12-16 17:38:00
46883.1733,1765906740,46906.2425,46863.2895,46890.9824,2025-12-16 17:39:00
46937.1704,1765906800,46937.1704,46874.5666,46874.5666,2025-12-16 17:40:00
46865.5947,1765906860,46940.7941,46849.9815,46940.7941,2025-12-16 17:41:00
46876.1805,1765906920,46878.4966,46806.4631,46855.9691,2025-12-16 17:42:00
46820.0596,1765906980,46887.7293,46812.608,46881.2929,2025-12-16 17:43:00
46835.0194,1765907040,46849.5975,46803.4028,46812.7357,2025-12-16 17:44:00
46871.9122,1765907100,46897.8127,46832.0131,46837.4674,2025-12-16 17:45:00
46809.1658,1765907160,46872.765,46809.1658,46859.43,2025-12-16 17:46:00
46768.3052,1765907220,46834.8602,46768.3052,46811.5844,2025-12-16 17:47:00
46750.2462,1765907280,46781.0789,46738.0991,46781.0789,2025-12-16 17:48:00
46734.304,1765907340,46748.1948,46703.4474,46737.7368,2025-12-16 17:49:00
46836.0494,1765907400,46836.0494,46717.8859,46720.2589,2025-12-16 17:50:00
46786.691,1765907460,46857.9441,46786.691,46834.7742,2025-12-16 17:51:00
46844.4664,1765907520,46848.7468,46776.7176,46789.9173,2025-12-16 17:52:00
46790.8291,1765907580,46866.8172,46771.8012,46863.2136,2025-12-16 17:53:00
46783.7352,1765907640,46810.3734,46756.488,46800.3133,2025-12-16 17:54:00
46793.0453,1765907700,46793.9713,46758.9707,46780.0586,2025-12-16 17:55:00
46759.6238,1765907760,46806.4537,46757.1155,46800.3164,2025-12-16 17:56:00
46698.5745,1765907820,46757.4354,46687.4205,46757.4354,2025-12-16 17:57:00
46736.9114,1765907880,46736.9114,46683.7695,46687.4828,2025-12-16 17:58:00
46780.0176,1765907940,46780.0176,46733.2904,46737.3677,2025-12-16 17:59:00
46771.1323,1765908000,46777.1465,46742.4292,46773.8902,2025-12-16 18:00:00
46747.6983,1765908060,46803.2662,46730.0425,46773.5739,2025-12-16 18:01:00
46714.2959,1765908120,46754.8331,46710.9513,46754.8331,2025-12-16 18:02:00
46703.1337,1765908180,46745.6427,46695.6699,46732.6732,2025-12-16 18:03:00
46728.0298,1765908240,46736.9175,46695.5617,46720.0783,2025-12-16 18:04:00
46700.4414,1765908300,46726.1864,46676.7117,46726.1864,2025-12-16 18:05:00
46710.5878,1765908360,46734.978,46657.1788,46719.8356,2025-12-16 18:06:00
46683.5047,1765908420,46710.597,46639.9712,46702.9683,2025-12-16 18:07:00
46641.3542,1765908480,46702.2573,46610.4174,46675.0675,2025-12-16 18:08:00
46664.7435,1765908540,46694.206,46641.0448,46641.0448,2025-12-16 18:09:00
46667.9753,1765908600,46674.4297,46644.3239,46644.3239,2025-12-16 18:10:00
46721.4298,1765908660,46734.2086,46654.8455,46659.119,2025-12-16 18:11:00
46771.3484,1765908720,46775.7367,46681.4896,46726.1755,2025-12-16 18:12:00
46772.5456,1765908780,46804.7336,46740.0176,46773.3375,2025-12-16 18:13:00
46874.8428,1765908840,46884.594,46779.6122,46779.6122,2025-12-16 18:14:00
46840.6045,1765908900,46879.9054,46826.9683,46879.9054,2025-12-16 18:15:00
46813.0778,1765908960,46858.3286,46799.376,46822.6581,2025-12-16 18:16:00
46889.1715,1765909020,46893.1714,46811.499,46811.499,2025-12-16 18:17:00
46808.942,1765909080,46877.8881,46796.1301,46877.8881,2025-12-16 18:18:00
46779.9653,1765909140,46813.7744,46770.9067,46806.1917,2025-12-16 18:19:00
46795.0106,1765909200,46798.6321,46763.8213,46779.1213,2025-12-16 18:20:00
46784.0263,1765909260,46805.9422,46744.4128,46793.4347,2025-12-16 18:21:00
46780.9802,1765909320,46783.8525,46705.9935,46771.4548,2025-12-16 18:22:00
46735.8041,1765909380,46774.0929,46733.7799,46767.6548,2025-12-16 18:23:00
46713.968,1765909440,46762.5595,46706.819,46754.9226,2025-12-16 18:24:00
46737.9152,1765909500,46737.9152,46700.2223,46703.0961,2025-12-16 18:25:00
46700.5829,1765909560,46771.8241,46700.5829,46737.77,2025-12-16 18:26:00
46722.3189,1765909620,46733.1097,46677.4473,46687.8124,2025-12-16 18:27:00
46758.6999,1765909680,46758.6999,46691.6595,46722.6815,2025-12-16 18:28:00
46789.4247,1765909740,46807.637,46742.7156,46750.6545,2025-12-16 18:29:00
46855.6237,1765909800,46863.6238,46761.8881,46787.8521,2025-12-16 18:30:00
46851.1187,1765909860,46882.9361,46842.0847,46872.9857,2025-12-16 18:31:00
46838.7353,1765909920,46926.6963,46835.981,46864.2123,2025-12-16 18:32:00
46827.6888,1765909980,46870.3737,46827.6888,46854.2731,2025-12-16 18:33:00
46841.8355,1765910040,46864.7678,46819.4499,46822.3832,2025-12-16 18:34:00
46824.9039,1765910100,46844.6119,46810.7687,46836.0543,2025-12-16 18:35:00
46825.5543,1765910160,46859.5114,46815.2392,46818.0908,2025-12-16 18:36:00
46813.2313,1765910220,46865.8741,46812.4422,46831.4766,2025-12-16 18:37:00
46820.3642,1765910280,46832.1956,46769.6421,46810.5905,2025-12-16 18:38:00
46857.5495,1765910340,46857.5495,46819.7554,46828.7412,2025-12-16 18:39:00
46840.7824,1765910400,46876.5675,46834.4375,46850.9183,2025-12-16 18:40:00
46911.9473,1765910460,46911.9473,46840.9282,46851.4764,2025-12-16 18:41:00
46956.8403,1765910520,46956.8403,46878.3746,46905.7086,2025-12-16 18:42:00
46894.6924,1765910580,46946.5762,46893.4021,46944.9315,2025-12-16 18:43:00
46873.5233,1765910640,46929.8258,46873.5233,46900.1366,2025-12-16 18:44:00
46861.5966,1765910700,46901.9796,46843.216,46885.4893,2025-12-16 18:45:00
46858.7272,1765910760,46880.9025,46833.3041,46855.3323,2025-12-16 18:46:00
46922.5843,1765910820,46941.0584,46853.7552,46853.7552,2025-12-16 18:47:00
46925.1736,1765910880,46985.9114,46916.024,46921.0741,2025-12-16 18:48:00
46930.6636,1765910940,46934.2888,46889.4745,46926.8826,2025-12-16 18:49:00
46936.932,1765911000,46964.2449,46899.3362,46928.9372,2025-12-16 18:50:00
46946.664,1765911060,46965.8204,46919.6474,46940.1061,2025-12-16 18:51:00
46902.549,1765911120,46934.7546,46885.2139,46929.1252,2025-12-16 18:52:00
46893.3305,1765911180,46903.4722,46871.6475,46903.4722,2025-12-16 18:53:00
46967.6679,1765911240,46973.3931,46878.4627,46888.435,2025-12-16 18:54:00
46988.2117,1765911300,47009.4309,46953.4261,46980.9665,2025-12-16 18:55:00
46990.7852,1765911360,47020.826,46976.1285,46991.8716,2025-12-16 18:56:00
46941.7119,1765911420,47004.8319,46916.3628,46997.2684,2025-12-16 18:57:00
46941.5506,1765911480,46960.4149,46927.3258,46945.9015,2025-12-16 18:58:00
46876.9624,1765911540,46946.8826,46859.5675,46946.8826,2025-12-16 18:59:00
46811.7265,1765911600,46867.443,46783.981,46867.443,2025-12-16 19:00:00
46804.9662,1765911660,46839.2577,46773.9513,46821.4718,2025-12-16 19:01:00
46747.8884,1765911720,46790.8194,46721.7991,46790.8194,2025-12-16 19:02:00
46738.0663,1765911780,46767.5349,46711.5603,46736.5753,2025-12-16 19:03:00
46701.7812,1765911840,46739.5919,46700.6225,46719.7855,2025-12-16 19:04:00
46728.4915,1765911900,46733.4845,46700.6706,46712.1583,2025-12-16 19:05:00
46810.4794,1765911960,46820.6276,46723.8817,46738.8619,2025-12-16 19:06:00
46798.349,1765912020,46825.108,46782.6351,46806.211,2025-12-16 19:07:00
46819.9619,1765912080,46848.3716,46788.6626,46799.6355,2025-12-16 19:08:00
46834.1851,1765912140,46870.4771,46805.1225,46826.0638,2025-12-16 19:09:00
46830.7975,1765912200,46869.8922,46821.6836,46829.473,2025-12-16 19:10:00
46839.4291,1765912260,46869.4666,46807.4058,46817.1835,2025-12-16 19:11:00
46789.0301,1765912320,46847.537,46766.2035,46833.0879,2025-12-16 19:12:00
46815.6879,1765912380,46820.8204,46779.2792,46798.8426,2025-12-16 19:13:00
46853.5026,1765912440,46853.5026,46793.6324,46806.6822,2025-12-16 19:14:00
46800.2862,1765912500,46850.5418,46791.6349,46839.904,2025-12-16 19:15:00
46829.5216,1765912560,46842.4172,46788.6344,46803.1128,2025-12-16 19:16:00
46921.2001,1765912620,46925.3206,46832.4788,46832.4788,2025-12-16 19:17:00
46996.5902,1765912680,46996.5902,46918.974,46920.9016,2025-12-16 19:18:00
47076.6874,1765912740,47076.7676,47005.5558,47005.7359,2025-12-16 19:19:00
47081.6614,1765912800,47111.5251,47035.6896,47073.0843,2025-12-16 19:20:00
47070.2392,1765912860,47091.1182,47064.0528,47069.9601,2025-12-16 19:21:00
47051.1247,1765912920,47082.4922,47009.8487,47073.0355,2025-12-16 19:22:00
47125.0063,1765912980,47125.0063,47054.3666,47056.5346,2025-12-16 19:23:00
47104.7296,1765913040,47144.6773,47098.3312,47122.082,2025-12-16 19:24:00
47103.2314,1765913100,47129.4403,47081.31,47106.0026,2025-12-16 19:25:00
47188.5235,1765913160,47188.5235,47102.4379,47103.7317,2025-12-16 19:26:00
47170.1195,1765913220,47205.2131,47158.2559,47190.2927,2025-12-16 19:27:00
47163.5456,1765913280,47225.8987,47163.5456,47186.5416,2025-12-16 19:28:00
47236.1199,1765913340,47283.6407,47175.2599,47175.2599,2025-12-16 19:29:00
47227.1604,1765913400,47253.6749,47192.5093,47230.158,2025-12-16 19:30:00
47223.5567,1765913460,47237.1305,47188.8902,47227.8095,2025-12-16 19:31:00
47261.4088,1765913520,47261.4088,47203.6227,47209.1946,2025-12-16 19:32:00
47234.9558,1765913580,47265.9635,47212.3361,47261.212,2025-12-16 19:33:00
47198.2942,1765913640,47227.5307,47183.7039,47214.1789,2025-12-16 19:34:00
47256.9341,1765913700,47282.8786,47198.9672,47200.5071,2025-12-16 19:35:00
47206.8484,1765913760,47253.8537,47188.907,47248.848,2025-12-16 19:36:00
47125.9242,1765913820,47204.1099,47098.6258,47201.9466,2025-12-16 19:37:00
47146.9564,1765913880,47158.4432,47108.3321,47120.5618,2025-12-16 19:38:00
47107.958,1765913940,47154.7311,47075.9399,47150.3695,2025-12-16 19:39:00
47143.6599,1765914000,47157.346,47083.1158,47118.9024,2025-12-16 19:40:00
47084.7313,1765914060,47187.7717,47084.7313,47144.7873,2025-12-16 19:41:00
47104.6061,1765914120,47135.998,47088.0807,47088.0807,2025-12-16 19:42:00
47095.3518,1765914180,47135.0221,47095.3518,47112.6834,2025-12-16 19:43:00
47137.0823,1765914240,47153.0855,47080.5182,47086.7624,2025-12-16 19:44:00
47112.8495,1765914300,47146.8195,47112.8495,47137.1941,2025-12-16 19:45:00
47069.4016,1765914360,47113.655,47065.3391,47095.7078,2025-12-16 19:46:00
47008.317,1765914420,47066.4634,46984.0732,47064.4705,2025-12-16 19:47:00
46965.0958,1765914480,47007.5073,46965.0958,47000.3002,2025-12-16 19:48:00
46993.8149,1765914540,47004.1516,46961.5896,46970.476,2025-12-16 19:49:00
47008.0401,1765914600,47025.0817,46974.8092,46997.5828,2025-12-16 19:50:00
47004.3486,1765914660,47052.1842,46999.3548,47013.3458,2025-12-16 19:51:00
47081.0164,1765914720,47081.0164,47002.1762,47006.1952,2025-12-16 19:52:00
47122.657,1765914780,47136.6756,47085.9724,47085.9724,2025-12-16 19:53:00
47044.7065,1765914840,47153.2663,47044.7065,47128.0634,2025-12-16 19:54:00
47046.1524,1765914900,47077.0424,47035.2188,47061.2037,2025-12-16 19:55:00
46998.9015,1765914960,47059.4413,46982.2933,47059.4413,2025-12-16 19:56:00
47020.0802,1765915020,47041.412,46982.5434,46985.5149,2025-12-16 19:57:00
47103.1701,1765915080,47125.4212,47011.5231,47020.4466,2025-12-16 19:58:00
47052.3739,1765915140,47135.2063,47051.795,47093.5553,2025-12-16 19:59:00
47083.0159,1765915200,47135.435,47048.615,47048.615,2025-12-16 20:00:00
47042.2429,1765915260,47085.1667,47023.9415,47085.1667,2025-12-16 20:01:00
47019.3647,1765915320,47069.3493,46997.7238,47044.3457,2025-12-16 20:02:00
46933.2354,1765915380,47029.9376,46933.1074,47004.1917,2025-12-16 20:03:00
